username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2017-10-27 10:27;2;1;"get your #glossier here for 20% off: http://www. glossier.com/reps/katiesche nk … #pdx #pnw #beauty #skincare #makeup #glossierdiscount #glossiergirl";;;#glossier #pdx #pnw #beauty #skincare #makeup #glossierdiscount #glossiergirl;"923964317824897025";https://twitter.com/katiebschenk/status/923964317824897025
;2017-10-23 15:29;0;0;"glossier #myfavoritekindofdelivery #glossier #glossiergirl #bodyhero #balmdotcom https://www. instagram.com/p/Bam3kRbFM5q/";;;#myfavoritekindofdelivery #glossier #glossiergirl #bodyhero #balmdotcom;"922590766114988032";https://twitter.com/Courtneyerob/status/922590766114988032
;2017-10-22 11:58;0;0;"20% off your 1st order: http://www. glossier.com/reps/katiesche nk … #glossier #glossierdiscount #glossierpromo #skincare #beauty #makeup #glossiergirl";;;#glossier #glossierdiscount #glossierpromo #skincare #beauty #makeup #glossiergirl;"922175448993251328";https://twitter.com/katiebschenk/status/922175448993251328
;2017-10-21 17:19;0;0;"#lostlakefestival day #ootd #uoonyou #lostlakelooks #glossier #glossiergirl @Steele Indian… https://www. instagram.com/p/Bah6lWKFIMd/";;@Steele;#lostlakefestival #ootd #uoonyou #lostlakelooks #glossier #glossiergirl;"921893723193065472";https://twitter.com/Courtneyerob/status/921893723193065472
;2017-10-09 11:12;0;1;"@glossier congrats on your UK launch Canada loves you too I'm forever a fan #glossiergirl #skinisin #intothegloss #BeautyBlogger";;@glossier;#glossiergirl #skinisin #intothegloss #BeautyBlogger;"917452615801114625";https://twitter.com/fashionB4funct/status/917452615801114625
;2017-10-09 11:09;0;2;"This is my new fave !! Love it so much #bodyhero #glossier #glossiergirl";;;#bodyhero #glossier #glossiergirl;"917452063763603457";https://twitter.com/fashionB4funct/status/917452063763603457
;2017-10-06 21:14;0;3;"New skincare bits from @glossier ! // #glossier #glossierrep #glossiergirl #thesupers #glow #pure #bounce #beauty #skincare #skincareroutine pic.twitter.com/IU5KEkEFc4";;@glossier;#glossier #glossierrep #glossiergirl #thesupers #glow #pure #bounce #beauty #skincare #skincareroutine;"916517076512190464";https://twitter.com/damselinnoir/status/916517076512190464
;2017-09-22 09:36;0;4;"haloscope from @glossier is one of my must-have beauty products. // #glossier #glossiergirl #glossierrep #glossierdiscount #beauty #basics pic.twitter.com/PntMGYllBQ";;@glossier;#glossier #glossiergirl #glossierrep #glossierdiscount #beauty #basics;"911268076775182337";https://twitter.com/damselinnoir/status/911268076775182337
;2017-09-19 02:05;0;0;"Sneak peek at some of the content Septembers Issue glossier #bodyhero #glossiergirl #minimag https://www. instagram.com/p/BZN4mCMh1TO/";;;#bodyhero #glossiergirl #minimag;"910067396970532864";https://twitter.com/TamiraJarrel/status/910067396970532864
;2017-09-14 04:18;0;0;"@glossier makes beautiful and affordable products that actually work! #GoodBeauty #GlossierGirl https:// twitter.com/glamourmag/sta tus/908273250924421121 …";;@glossier;#GoodBeauty #GlossierGirl;"908288871875608576";https://twitter.com/elledgr8/status/908288871875608576
;2017-09-12 12:39;0;1;"shop @glossier // LINK IN BIO for 20% off and free shipping on every two items. #glossier #glossiergirl #glossierrep #glossierdiscount #potd pic.twitter.com/LL37LrHBbA";;@glossier;#glossier #glossiergirl #glossierrep #glossierdiscount #potd;"907690109272719360";https://twitter.com/damselinnoir/status/907690109272719360
;2017-09-08 11:19;0;1;"Movement by me #drycuts #dryhairdontlie #glossiergirl #liberation #blonde #light #sohogirl … https://www. instagram.com/p/BYyjPMHHf4X/";;;#drycuts #dryhairdontlie #glossiergirl #liberation #blonde #light #sohogirl;"906220535192981505";https://twitter.com/mattmellotthair/status/906220535192981505
;2017-09-08 06:52;0;0;"Dreaming of millennial pink #millenialpink #glossier #glossiergirl #beauty #beautybuys … https://www. instagram.com/p/BYyEoHyByHi/";;;#millenialpink #glossier #glossiergirl #beauty #beautybuys;"906153202805903365";https://twitter.com/_RadiantReview/status/906153202805903365
;2017-08-29 08:45;0;2;"Refilling my @glossier shizzz! #Glossier #GlossierAddict #GlossierGirl pic.twitter.com/CPHdmyExzw";;@glossier;#Glossier #GlossierAddict #GlossierGirl;"902557913855606785";https://twitter.com/thekatwalk3/status/902557913855606785
;2017-08-12 07:16;1;10;"Great mornings begin with @glossier !Birthday Balm Dotcom is my fave #GlossierGirl pic.twitter.com/ZDyOVSl2Ca";;@glossier;#GlossierGirl;"896374731926097920";https://twitter.com/abrashbrunette/status/896374731926097920
;2017-08-11 18:55;0;5;"The best package from @glossier came. I'm ready with a fresh face. Weekend, come at me! #Wowder #GlossierGirl pic.twitter.com/08VROUdnzx";;@glossier;#Wowder #GlossierGirl;"896188408883814400";https://twitter.com/abrashbrunette/status/896188408883814400
;2017-08-08 07:53;0;2;"Girls who @glossier together, stay together. Get 10% off your purchase from me to you: http:// bff.glossier.com/f8U5j #GlossierGirl";;@glossier;#GlossierGirl;"894934705329627137";https://twitter.com/abrashbrunette/status/894934705329627137
;2017-08-07 12:40;1;7;"That feeling when your @glossier order ships... #GlossierGirl pic.twitter.com/GX0jmt6TrA";;@glossier;#GlossierGirl;"894644472931389445";https://twitter.com/abrashbrunette/status/894644472931389445
;2017-08-06 13:08;0;1;"SHOP LINK IN BIO for 20% off and free shipping on every two items. // #wowder #glossier #glossiergirl #glossierrep #glossierdiscount pic.twitter.com/gA1LWrBmNh";;;#wowder #glossier #glossiergirl #glossierrep #glossierdiscount;"894289107479908352";https://twitter.com/damselinnoir/status/894289107479908352
;2017-08-02 06:47;0;3;"@glossier #Glossier #Wowder Weightless #FinishingPowder http://www. beautyhealthandcurls.com/2017/08/glossi er-wowder-weightless-finishing.html … #cleanbeauty #glossiergirl #beautyblogger pic.twitter.com/dWUMjPzbNt";;@glossier;#Glossier #Wowder #FinishingPowder #cleanbeauty #glossiergirl #beautyblogger;"892743539691593728";https://twitter.com/anykebrown/status/892743539691593728
;2017-07-24 17:22;0;0;"glossier #glossier #glossiergirl @Tempe, Arizona https://www. instagram.com/p/BW8wKOilQ7B/";;@Tempe;#glossier #glossiergirl;"889641914424856576";https://twitter.com/Courtneyerob/status/889641914424856576
;2017-07-19 05:03;0;0;"Sunny Biking #drbeautiful #yellow #happygirlhappybag #zebraprint #glossiergirl #mansurgavriel … https://www. instagram.com/p/BWujmRYBDW8/";;;#drbeautiful #yellow #happygirlhappybag #zebraprint #glossiergirl #mansurgavriel;"887643960973426688";https://twitter.com/skinproofed/status/887643960973426688
;2017-06-06 17:06;0;1;"#glossier #glossiergirl #glossierpink #glossieressentials #glossierskintint #glossierdiscountcode pic.twitter.com/kOsQEpiqk0";;;#glossier #glossiergirl #glossierpink #glossieressentials #glossierskintint #glossierdiscountcode;"872243290485252098";https://twitter.com/tvrblog/status/872243290485252098
;2017-06-02 18:22;0;0;"@glossier #glossier #glossierpink #glossiergirl";;@glossier;#glossier #glossierpink #glossiergirl;"870812800079323137";https://twitter.com/tvrblog/status/870812800079323137
;2017-05-28 12:47;0;1;"A work of art and #genius @glossier #glossiergirl https:// twitter.com/forerunnervc/s tatus/867839662856871937 …";;@glossier;#genius #glossiergirl;"868916756148039681";https://twitter.com/FeryalFerdowsi/status/868916756148039681
;2017-05-06 13:03;0;0;"Morning rituals #shelfie #glossier #glossiergirl https://www. instagram.com/p/BTw3ua2gxnG8 RnhHrovulj6MntXG6n3z0Q8Hk40/ …";;;#shelfie #glossier #glossiergirl;"860948092560052224";https://twitter.com/HyperAnouk/status/860948092560052224
;2017-04-08 16:34;0;0;"My skin is happy #glossiergirl @Glossier https://www. instagram.com/p/BSpJp9ilMK5/";;@Glossier;#glossiergirl;"850854427544211456";https://twitter.com/rowanepstein/status/850854427544211456
;2017-04-01 16:23;0;0;"Glossier fans get 20% off your first order with this link!!! http:// bff.glossier.com/e7bfT #GlossierGirl";;;#GlossierGirl;"848314846844252162";https://twitter.com/astyleaccount/status/848314846844252162
;2017-03-29 19:32;0;1;"a trip to the moon with @glossier . #glossier #glossiergirl #intothegloss #skincare #orlandobloggers #beauty pic.twitter.com/HyehiR325H";;@glossier;#glossier #glossiergirl #intothegloss #skincare #orlandobloggers #beauty;"847275415135584258";https://twitter.com/damselinnoir/status/847275415135584258
;2017-03-18 08:50;0;0;"Mails here , mails here! glossier #glossiergirl #glossierthanyou https://www. instagram.com/p/BRyPx23hzkDF JQREme0v09jfE1cDYo-z-SbPNE0/ …";;;#glossiergirl #glossierthanyou;"843127436850036739";https://twitter.com/jennifermaxwell/status/843127436850036739
;2017-03-17 11:12;2;2;"#Glossier Cloud Paints are Get 20% off your first order now http:// bff.glossier.com/e4SQJ #GlossierDiscount #GlossierGirl #CloudPaint pic.twitter.com/RWcPHRckwS";;;#Glossier #GlossierDiscount #GlossierGirl #CloudPaint;"842800862086881280";https://twitter.com/huynh_nhien/status/842800862086881280
;2017-03-17 05:46;2;2;"#Glossier Cloud Paints are Get 20% off your first order now http:// bff.glossier.com/e4SQJ #GlossierDiscount #GlossierGirl #CloudPaint pic.twitter.com/fLxo7XVAYT";;;#Glossier #GlossierDiscount #GlossierGirl #CloudPaint;"842718808301219842";https://twitter.com/huynh_nhien/status/842718808301219842
;2017-03-15 15:27;2;2;"#Glossier Cloud Paints are Get 20% off your 1st order now http:// bff.glossier.com/e4SQJ #GlossierDiscount #GlossierGirl #CloudPaint";;;#Glossier #GlossierDiscount #GlossierGirl #CloudPaint;"842140151283249152";https://twitter.com/huynh_nhien/status/842140151283249152
;2017-03-11 21:30;0;0;"What would Sasha pick? #glossiergirl #mujibeauty #hmbeauty #beautybalm #skintint https://www. instagram.com/p/BRhsHXpBen4/";;;#glossiergirl #mujibeauty #hmbeauty #beautybalm #skintint;"840797097402195968";https://twitter.com/rockoholichic/status/840797097402195968
;2017-02-28 21:38;0;0;"Cloud Paint will launch this Thursday, March 2nd. #glossier #glossierrep #glossiergirl #newin … https://www. instagram.com/p/BRFX6njhJqH/";;;#glossier #glossierrep #glossiergirl #newin;"836812964694982656";https://twitter.com/gtk77/status/836812964694982656
;2017-02-26 19:04;0;2;"Emma Stone, @chrissyteigen and @TherealTaraji in @glossier 's Cloud Paint at @TheAcademy Awards. I need those blushes! #glossiergirl";;@chrissyteigen @TherealTaraji @glossier @TheAcademy;#glossiergirl;"836049379546931200";https://twitter.com/dayangatul/status/836049379546931200
;2017-02-17 21:00;0;0;"I'm a proud #glossiergirl ! https://www. instagram.com/p/BQo_QZbBokY/";;;#glossiergirl;"832817151236984832";https://twitter.com/rockoholichic/status/832817151236984832
;2017-02-07 19:43;0;2;"That feeling when yet ANOTHER gal uses your @glossier discount code. #pussypower #thankslady #glossiergirl";;@glossier;#pussypower #thankslady #glossiergirl;"829173902110760960";https://twitter.com/JSLYN/status/829173902110760960
;2017-02-06 16:54;0;0;"The #Glossier Milky Jelly Cleanser is the best! Get yours for 20% off here: http:// bff.glossier.com/ec-kD #skincare #beauty #glossiergirl pic.twitter.com/uGyUBKzEoi";;;#Glossier #skincare #beauty #glossiergirl;"828768979699118081";https://twitter.com/katiebschenk/status/828768979699118081
;2017-02-03 16:59;0;0;"Friday delivery/restock #glossiergirl https://www. instagram.com/p/BQEgfP5lWWW/";;;#glossiergirl;"827682947209764865";https://twitter.com/ChasingPaper/status/827682947209764865
;2017-01-09 09:01;0;1;"Key to success : Hydration @glossier #hydration #lipbalm #skincare #glossier #glossiergirl #beautycare http:// fb.me/1J3Z1GQ08";;@glossier;#hydration #lipbalm #skincare #glossier #glossiergirl #beautycare;"818502990600503296";https://twitter.com/GlamorousMommyh/status/818502990600503296
;2017-01-09 09:01;0;0;"Key to success : Hydration glossier #hydration #lipbalm #skincare #glossier #glossiergirl … https://www. instagram.com/p/BPDR6pbjtXK/";;;#hydration #lipbalm #skincare #glossier #glossiergirl;"818502961928216577";https://twitter.com/GlamorousMommyh/status/818502961928216577
;2016-12-28 15:11;0;2;"Whoops how did this @glossier sticker get on my laptop so quickly?? guess I am a #glossiergirl now oh well pic.twitter.com/65LxkGXOln";;@glossier;#glossiergirl;"814247334049628160";https://twitter.com/KatieMTweets/status/814247334049628160
;2016-12-13 14:49;0;3;"Wanna try #Glossier ? Use my link for 20% off your first order: http:// bff.glossier.com/ec-kD #skincare #skincareroutine #promocode #glossiergirl";;;#Glossier #skincare #skincareroutine #promocode #glossiergirl;"808806073066876928";https://twitter.com/katiebschenk/status/808806073066876928
;2016-12-06 16:29;0;0;"#ulta #ultahaul #glossier #glossierpink #glossiergirl #ihaveaproblem #skincare #skincarehaul … https://www. instagram.com/p/BNsiJQHhCrC/";;;#ulta #ultahaul #glossier #glossierpink #glossiergirl #ihaveaproblem #skincare #skincarehaul;"806294487689375744";https://twitter.com/BnBeyond/status/806294487689375744
;2016-11-14 10:57;0;0;"I bought some of these products and they're surprisingly amazing! http:// bff.glossier.com/eBjtn #glossiergirl";;;#glossiergirl;"798238554304430096";https://twitter.com/dee_em_aych/status/798238554304430096
;2016-11-04 11:16;0;0;"Morning post #glossier #glossierpink #glossiergirl @City of Beverly Hills https://www. instagram.com/p/BMZeFSfDhZc/";;@City;#glossier #glossierpink #glossiergirl;"794604342909222912";https://twitter.com/rosazabo/status/794604342909222912
;2016-11-02 09:34;0;1;"I'm a glossier addict . #glossier #glossiergirl #damselflavored #beautybloggers #bbloggers … https://www. instagram.com/p/BMUIvpzBrwn/";;;#glossier #glossiergirl #damselflavored #beautybloggers #bbloggers;"793853735273246720";https://twitter.com/gtk77/status/793853735273246720
;2016-10-28 09:49;0;1;"Supers.... glossier #glossiergirl #glossier #thesupers https://www. instagram.com/p/BMHSe0JAgDf/";;;#glossiergirl #glossier #thesupers;"792045554557648896";https://twitter.com/TamiraJarrel/status/792045554557648896
;2016-10-15 09:20;0;0;"glossier Leo and Zip. #glossier #generationg #newin #glossiergirl #damselflavored … https://www. instagram.com/p/BLlw2b-hLOt/";;;#glossier #generationg #newin #glossiergirl #damselflavored;"787327267449937920";https://twitter.com/gtk77/status/787327267449937920
;2016-09-15 19:31;0;1;"#glossiergirl https://www. instagram.com/p/BKZm5Rehfxz/";;;#glossiergirl;"776609323220815872";https://twitter.com/kennedyholmes/status/776609323220815872
;2016-09-14 10:33;0;2;"Sucker for serums #thesupers #glossiergirl @glossier pic.twitter.com/ehoTZNqN4v";;@glossier;#thesupers #glossiergirl;"776111597576155136";https://twitter.com/alysonmary_/status/776111597576155136
;2016-08-20 10:51;0;0;"The only #summeressential #glossier #glossiergirl #glossierboybrow #nycphotographer #brooklyn … https://www. instagram.com/p/BJVuwF8DudP/";;;#summeressential #glossier #glossiergirl #glossierboybrow #nycphotographer #brooklyn;"767056493631905792";https://twitter.com/KelseyRose17/status/767056493631905792
;2016-08-18 17:36;0;0;"20% off your first glossier purchase: http:// bff.glossier.com/d5xsr #glossier #glossiergirl #skincare #glossierpromocode";;;#glossier #glossiergirl #skincare #glossierpromocode;"766433585284849664";https://twitter.com/katiebschenk/status/766433585284849664
;2016-08-06 07:04;0;1;"Weekend vibes @glossier #bbloggers #glossier #skincare #lbloggers #fblchat #bdib #intothegloss #glossiergirl #… pic.twitter.com/XqDCZbjLLA";;@glossier;#bbloggers #glossier #skincare #lbloggers #fblchat #bdib #intothegloss #glossiergirl #;"761925942658928640";https://twitter.com/demurista/status/761925942658928640
;2016-08-04 15:42;0;0;"Most used glossier. #glossier #glossiergirl https://www. instagram.com/p/BItDZWWh3Ul/";;;#glossier #glossiergirl;"761331612495687680";https://twitter.com/gtk77/status/761331612495687680
;2016-07-26 10:30;0;2;"Killer combo @glossier #glossiergirl pic.twitter.com/tE3f5NY1vX";;@glossier;#glossiergirl;"757991481319780352";https://twitter.com/alysonmary_/status/757991481319780352
;2016-07-14 23:24;0;0;"ADDICTED. #Glossier #GlossierBalmdotcom #GlossierGirl #SkinCare #LipBalm https://www. instagram.com/p/BH3zkJPheRD/";;;#Glossier #GlossierBalmdotcom #GlossierGirl #SkinCare #LipBalm;"753837711912374272";https://twitter.com/Lifestylebyabby/status/753837711912374272
;2016-07-04 09:47;0;0;"i live for boy brow #glossiergirl :-)";;;#glossiergirl;"750008139563479040";https://twitter.com/smolspectacle/status/750008139563479040
;2016-06-05 16:06;0;0;"Use my @glossier promo code for 20% off your first purchase ! http:// bff.glossier.com/dBzMu #glossierGIRL http:// bff.glossier.com/dXpls";;@glossier;#glossierGIRL;"739594354830905344";https://twitter.com/nicole_rae/status/739594354830905344
;2016-05-15 11:48;0;1;"Lookin' good, Rose #glossierinthewild #glossier #glossierpink #glossiergirl #flowers … https://www. instagram.com/p/BFcENAJjotS/";;;#glossierinthewild #glossier #glossierpink #glossiergirl #flowers;"731919256384733184";https://twitter.com/nicki_frances/status/731919256384733184
;2016-05-11 09:36;0;0;"#GlossierGirl :) http:// bff.glossier.com/dSsMc";;;#GlossierGirl;"730436513847087104";https://twitter.com/elroyals/status/730436513847087104
;2016-05-09 05:53;0;1;"When you can't get to @glossier get @SabrinaSiddiqui to get it to you! Bestest BFF! #glossiergirl pic.twitter.com/5VvJTC6nvI";;@glossier @SabrinaSiddiqui;#glossiergirl;"729655503865917442";https://twitter.com/Glassskye/status/729655503865917442
;2016-04-27 07:35;0;1;"Desk-side essentials glossier officialbyredo #bbloggers #muji #glossier #glossiergirl #byredo … https://www. instagram.com/p/BEtQ3GbFOpC/";;;#bbloggers #muji #glossier #glossiergirl #byredo;"725332437270589440";https://twitter.com/TamiraJarrel/status/725332437270589440
;2016-04-24 00:44;0;0;"Beauty everywhere #glossier #glossiergirl #glossiergirlgang #sunscreen #lipbalm #tanning … http:// ift.tt/1SCs6MC pic.twitter.com/GEZHVAKnWg";;;#glossier #glossiergirl #glossiergirlgang #sunscreen #lipbalm #tanning;"724141969329541120";https://twitter.com/InstaMaui/status/724141969329541120
;2016-03-24 12:28;0;0;"Glossier lippies . Link in bio for 20% off. . . . #glossier #glossiergirl #damselflavored … https://www. instagram.com/p/BDWPeF6iaZr/";;;#glossier #glossiergirl #damselflavored;"713085216458297344";https://twitter.com/gtk77/status/713085216458297344
;2016-03-20 12:50;0;0;"Visited headquarters of this amazing company, spent an obscene amount of money. #GlossierGirl … https://www. instagram.com/p/BDL-y_oIPKh/";;;#GlossierGirl;"711641161761472512";https://twitter.com/sunnydeedoherty/status/711641161761472512
